상호명,상권업종소분류명,시도명,시군구명,위도,경도,좌석 수,1인 좌석 수,콘센트 ,와이파이 속도
바람코지머뭄센터신천다방,카페,제주특별자치도,서귀포시,33.34425829,126.8492942,50,16,40,79mbps
컴포즈커피서홍점,카페,제주특별자치도,서귀포시,33.25701269,126.5569516,48,24,35,116mbps
플로리카페,카페,제주특별자치도,제주시,33.48769568,126.5534564,25,6,7,80mbps
더벤티서귀포올레,카페,제주특별자치도,서귀포시,33.24885808,126.5660816,24,12,22,128mbps
리베라떼,카페,제주특별자치도,제주시,33.49846205,126.5200518,22,7,17,83mbps
솔마루,카페,제주특별자치도,서귀포시,33.23720755,126.2941773,36,12,19,141mbps
조아찌,카페,제주특별자치도,제주시,33.4967408,126.4507707,19,4,13,79mbps
신대림,카페,제주특별자치도,제주시,33.41721565,126.2637072,23,11,6,114mbps
지유명차제주,카페,제주특별자치도,제주시,33.47864425,126.4796433,40,8,34,146mbps
수다,카페,제주특별자치도,서귀포시,33.22773034,126.2522968,10,2,0,99mbps
특활제주,카페,제주특별자치도,제주시,33.46474533,126.4214767,34,17,26,93mbps
토방속에장독대,카페,제주특별자치도,제주시,33.48766103,126.4928994,42,10,28,79mbps
오엘이에프,카페,제주특별자치도,제주시,33.49398066,126.6334092,33,6,18,108mbps
상향평준화,카페,제주특별자치도,제주시,33.50909891,126.5218873,15,3,3,53mbps
요유,카페,제주특별자치도,제주시,33.43407031,126.3798501,41,10,38,143mbps
꼬스덴뇨,카페,제주특별자치도,제주시,33.50986805,126.9052545,45,11,33,149mbps
부이크브루어스,카페,제주특별자치도,제주시,33.55337524,126.808282,21,7,15,101mbps
커피비터스윗,카페,제주특별자치도,제주시,33.48846045,126.4988128,39,19,24,92mbps
빠우사,카페,제주특별자치도,제주시,33.45763692,126.7118684,44,8,42,91mbps
제이왓,카페,제주특별자치도,서귀포시,33.24103048,126.5285235,30,15,30,95mbps
샤르망,카페,제주특별자치도,서귀포시,33.24621462,126.5630258,20,6,1,114mbps
또똣제주,카페,제주특별자치도,서귀포시,33.21091212,126.2918357,44,22,33,101mbps
라움인제주,카페,제주특별자치도,서귀포시,33.43547469,126.9153901,30,10,20,97mbps
탐앤탐스신제주점,카페,제주특별자치도,제주시,33.48744917,126.4896081,17,4,11,66mbps
미쁜제과,카페,제주특별자치도,서귀포시,33.26913714,126.1801307,37,18,31,51mbps
비선루,카페,제주특별자치도,제주시,33.39910469,126.2445336,14,7,14,119mbps
버스맨카페,카페,제주특별자치도,제주시,33.49517849,126.5337578,19,4,3,95mbps
무화과한입,카페,제주특별자치도,제주시,33.52231428,126.5628481,44,11,26,95mbps
943랩,카페,제주특별자치도,서귀포시,33.23924389,126.5141127,36,12,27,140mbps
바스코,카페,제주특별자치도,제주시,33.51700148,126.5254389,15,3,6,95mbps
알마커피제작소,카페,제주특별자치도,제주시,33.55021729,126.6947852,12,4,7,50mbps
필앤라이프제주,카페,제주특별자치도,제주시,33.51569735,126.8894687,48,9,29,93mbps
네이쳐그릭본관,카페,제주특별자치도,서귀포시,33.43725334,126.9190877,49,12,40,112mbps
우리동네만화카페,카페,제주특별자치도,서귀포시,33.2227239,126.2563943,12,3,8,131mbps
까미노,카페,제주특별자치도,제주시,33.45789657,126.3476809,48,16,41,107mbps
블랑로쉐,카페,제주특별자치도,제주시,33.51564935,126.9579036,12,6,6,136mbps
퍼시몬,카페,제주특별자치도,제주시,33.42933078,126.3968838,12,3,8,112mbps
오멘,카페,제주특별자치도,제주시,33.47544303,126.5435677,31,15,17,58mbps
세화탐나는도새기,카페,제주특별자치도,제주시,33.52526277,126.8540835,45,22,38,61mbps
법환동커피,카페,제주특별자치도,서귀포시,33.2370442,126.5118825,31,7,16,116mbps
카페초가헌,카페,제주특별자치도,서귀포시,33.3903267,126.8012675,34,11,19,132mbps
일광다방,카페,제주특별자치도,제주시,33.51161323,126.5192689,21,4,5,119mbps
에이프릴,카페,제주특별자치도,제주시,33.47887622,126.4790609,44,8,37,89mbps
초록지붕,카페,제주특별자치도,제주시,33.31478961,126.2643977,17,4,1,59mbps
퍼플,카페,제주특별자치도,서귀포시,33.27871072,126.7197999,35,17,35,78mbps
하얀산호카페,카페,제주특별자치도,제주시,33.4943304,126.9450331,14,4,14,56mbps
밤의테이블,카페,제주특별자치도,제주시,33.52337959,126.855077,50,25,33,56mbps
컴포즈커피서귀포창천점,카페,제주특별자치도,서귀포시,33.26127801,126.3656305,29,14,19,57mbps
다랑쉬,카페,제주특별자치도,제주시,33.50887851,126.5093286,37,9,33,124mbps
모던플레이스,카페,제주특별자치도,서귀포시,33.2679239,126.3947651,25,6,23,123mbps
곰막다방,카페,제주특별자치도,제주시,33.55687771,126.7205204,26,6,21,101mbps
얼마나오렌지,카페,제주특별자치도,제주시,33.4586172,126.512258,32,16,28,143mbps
클랭블루,카페,제주특별자치도,제주시,33.34487059,126.1773162,35,11,25,120mbps
이디야커피제주함덕해수욕장점,카페,제주특별자치도,제주시,33.54118287,126.6699998,16,3,7,66mbps
광령키즈북카페,카페,제주특별자치도,제주시,33.45955317,126.4334078,31,10,17,119mbps
오늘종달,카페,제주특별자치도,제주시,33.49824207,126.9116271,29,5,15,119mbps
오알엔,카페,제주특별자치도,서귀포시,33.47180084,126.9157528,39,7,26,83mbps
이스턴펫살롱,카페,제주특별자치도,제주시,33.50111691,126.545058,40,20,34,57mbps
제주기와,카페,제주특별자치도,제주시,33.45113158,126.4254175,28,5,14,140mbps
향다방,카페,제주특별자치도,제주시,33.52316448,126.8561753,36,7,28,144mbps
피노키오,카페,제주특별자치도,제주시,33.52050533,126.9482565,38,19,21,83mbps
모슬포동백다방,카페,제주특별자치도,서귀포시,33.22356755,126.2527399,18,4,6,110mbps
카페라올라,카페,제주특별자치도,서귀포시,33.27623748,126.1713271,22,5,21,74mbps
카페루시아,카페,제주특별자치도,서귀포시,33.23521722,126.3630829,11,3,4,147mbps
카페리꼬,카페,제주특별자치도,제주시,33.40581185,126.2563647,28,9,13,52mbps
신산리마을카페,카페,제주특별자치도,서귀포시,33.37662989,126.8768244,49,16,39,62mbps
미주커피앤케이크,카페,제주특별자치도,제주시,33.50380456,126.5307951,11,2,6,88mbps
커피트리,카페,제주특별자치도,제주시,33.47652806,126.4781067,42,21,35,76mbps
공차제주연동점,카페,제주특별자치도,제주시,33.4889395,126.4902665,10,2,0,83mbps
컴플렉스,카페,제주특별자치도,제주시,33.51140658,126.5241241,30,10,26,115mbps
카페기지,카페,제주특별자치도,제주시,33.33848433,126.26451,41,8,41,52mbps
비양정거장,카페,제주특별자치도,제주시,33.51304581,126.9645889,47,9,29,68mbps
히포파운드,카페,제주특별자치도,제주시,33.4855767,126.4604819,43,8,32,92mbps
카페담아,카페,제주특별자치도,서귀포시,33.24069727,126.5657786,13,2,13,136mbps
슈푸,카페,제주특별자치도,제주시,33.5099902,126.5238951,27,5,10,130mbps
인디55,카페,제주특별자치도,서귀포시,33.22363966,126.2423016,18,3,8,150mbps
커피볶는조아저씨,카페,제주특별자치도,제주시,33.35926022,126.1952412,43,10,32,79mbps
트라이브,카페,제주특별자치도,제주시,33.46011568,126.3112322,22,11,20,70mbps
에이바우트커피종합경,카페,제주특별자치도,제주시,33.49593539,126.5194847,23,7,7,87mbps
카페봄봄,카페,제주특별자치도,서귀포시,33.25285843,126.4214068,14,2,14,63mbps
친봉,카페,제주특별자치도,서귀포시,33.2911373,126.5960723,19,6,9,83mbps
제주노형뜨란채점빽다방,카페,제주특별자치도,제주시,33.48658776,126.4733551,35,7,35,64mbps
가파도봄날에,카페,제주특별자치도,서귀포시,33.1695844,126.2704265,47,23,31,148mbps
떼르떼,카페,제주특별자치도,제주시,33.48367799,126.4696822,31,10,26,116mbps
제이스퀘어드카페,카페,제주특별자치도,서귀포시,33.25156846,126.4232074,29,14,14,88mbps
두갓,카페,제주특별자치도,제주시,33.4646016,126.4493062,30,6,14,111mbps
카페다,카페,제주특별자치도,제주시,33.53713697,126.6385133,35,17,27,100mbps
엔피,카페,제주특별자치도,서귀포시,33.24187789,126.5630581,46,23,30,150mbps
띠아모서홍점,카페,제주특별자치도,서귀포시,33.26208575,126.558611,17,5,12,125mbps
카페비비,카페,제주특별자치도,제주시,33.52956604,126.5928142,14,2,4,98mbps
숨맥,카페,제주특별자치도,제주시,33.48384567,126.3941499,15,5,14,90mbps
픽스커피공단점,카페,제주특별자치도,제주시,33.51464681,126.5720462,38,9,28,51mbps
카페봄봄,카페,제주특별자치도,서귀포시,33.25310768,126.5695161,15,5,2,106mbps
제주설심당협재점,카페,제주특별자치도,제주시,33.39590282,126.2428523,44,22,43,135mbps
터치우드,카페,제주특별자치도,제주시,33.53054941,126.6586612,44,14,30,51mbps
진저,카페,제주특별자치도,제주시,33.39373981,126.2400335,33,8,26,120mbps
플팝카페,카페,제주특별자치도,제주시,33.39669129,126.3449784,31,15,14,63mbps
피카,카페,제주특별자치도,제주시,33.52123687,126.5641236,37,7,32,122mbps
2월22일,카페,제주특별자치도,제주시,33.4941051,126.5171489,49,24,47,120mbps
갤러리&카페아토,카페,제주특별자치도,서귀포시,33.32441368,126.7675755,38,12,20,133mbps
디뷰,카페,제주특별자치도,제주시,33.47998764,126.477505,43,21,30,51mbps
컴포즈커피화북공단점,카페,제주특별자치도,제주시,33.5121927,126.5637815,42,14,29,66mbps
청춘역,카페,제주특별자치도,서귀포시,33.24524566,126.5643934,40,20,20,145mbps
도담도담,카페,제주특별자치도,제주시,33.49238911,126.4373691,40,20,32,139mbps
힌즈,카페,제주특별자치도,제주시,33.49460657,126.4352887,44,11,42,94mbps
볼스프로덕션,카페,제주특별자치도,서귀포시,33.25340549,126.4424791,15,3,3,63mbps
카페봄봄용담점,카페,제주특별자치도,제주시,33.51258464,126.5094799,30,7,11,149mbps
세논오라,카페,제주특별자치도,제주시,33.48582879,126.7036729,41,20,41,101mbps
카페무로,카페,제주특별자치도,제주시,33.52873509,126.5896316,41,20,39,117mbps
공차이마트신제주점,카페,제주특별자치도,제주시,33.48496773,126.480434,30,6,21,57mbps
드릴러스커피,카페,제주특별자치도,제주시,33.47972174,126.4514376,44,14,37,89mbps
서은이네,카페,제주특별자치도,서귀포시,33.30997942,126.8047144,12,3,4,74mbps
카페봄봄,카페,제주특별자치도,서귀포시,33.27956333,126.7180582,15,3,3,88mbps
플로베일배움터,카페,제주특별자치도,제주시,33.49220844,126.4893327,38,19,37,93mbps
제주의별,카페,제주특별자치도,제주시,33.51560848,126.5149522,13,4,7,132mbps
루마인;퍼즈;투썸플레이스제주루마인점,카페,제주특별자치도,제주시,33.4841963,126.9013228,14,3,13,114mbps
봄봄,카페,제주특별자치도,제주시,33.45054026,126.5583363,47,11,46,114mbps
카페두가시,카페,제주특별자치도,서귀포시,33.23549681,126.3666322,16,3,14,67mbps
몽티죠,카페,제주특별자치도,제주시,33.51455896,126.5327605,25,12,16,142mbps
갈매기팸,카페,제주특별자치도,제주시,33.52473836,126.8606293,16,8,14,115mbps
제주명월역,카페,제주특별자치도,제주시,33.39165499,126.2620849,22,11,20,85mbps
디저트팩토리제주쇠소깍점,카페,제주특별자치도,서귀포시,33.25685593,126.6213959,16,3,5,90mbps
템플라도,카페,제주특별자치도,제주시,33.33918994,126.1965,23,11,11,137mbps
투썸플레이스신화빌라스점,카페,제주특별자치도,서귀포시,33.30137939,126.3175289,14,4,9,92mbps
제주빽다방,카페,제주특별자치도,제주시,33.48995863,126.5411028,43,10,43,147mbps
동문카페,카페,제주특별자치도,제주시,33.51594309,126.524519,44,22,43,77mbps
에프터글로우,카페,제주특별자치도,제주시,33.48866367,126.5493841,18,4,18,80mbps
키즈몬,카페,제주특별자치도,서귀포시,33.32710965,126.8286701,28,7,12,114mbps
예랑커피하우스,카페,제주특별자치도,제주시,33.54058287,126.6453788,44,22,44,95mbps
플리,카페,제주특별자치도,서귀포시,33.24687217,126.5526999,28,14,8,89mbps
래빗,카페,제주특별자치도,제주시,33.48883953,126.5217297,36,12,36,77mbps
미니핏다이어트,카페,제주특별자치도,제주시,33.53372053,126.6206241,40,10,31,106mbps
진가커피,카페,제주특별자치도,제주시,33.4895626,126.4861417,14,3,7,73mbps
컴포즈커피서귀포서광점,카페,제주특별자치도,서귀포시,33.28913445,126.3222727,44,11,41,72mbps
당당,카페,제주특별자치도,제주시,33.4744434,126.3708807,22,7,22,89mbps
에이바우트커피뷰강정점,카페,제주특별자치도,서귀포시,33.23688274,126.4984934,13,6,4,86mbps
오하효,카페,제주특별자치도,서귀포시,33.25916199,126.6177585,14,3,5,82mbps
모나미카페,카페,제주특별자치도,제주시,33.48411356,126.4831505,27,13,13,149mbps
디원나인세븐D197,카페,제주특별자치도,제주시,33.50161724,126.4628468,46,15,46,56mbps
누베커피,카페,제주특별자치도,제주시,33.47165154,126.5471807,47,11,46,61mbps
세탁쏘,카페,제주특별자치도,제주시,33.50127123,126.521403,36,9,33,54mbps
야야,카페,제주특별자치도,제주시,33.54398706,126.6734884,10,2,1,58mbps
아름디,카페,제주특별자치도,제주시,33.49113013,126.52657,14,2,2,80mbps
에이바우트커피남녕고점,카페,제주특별자치도,제주시,33.49002945,126.4813399,17,4,3,94mbps
슈가바당,카페,제주특별자치도,제주시,33.53454967,126.8398461,11,3,1,144mbps
카페하귀리,카페,제주특별자치도,제주시,33.48032299,126.3983704,20,5,8,61mbps
서서히,카페,제주특별자치도,제주시,33.50469224,126.5390986,50,25,41,137mbps
규와이너리,카페,제주특별자치도,제주시,33.55269987,126.7150421,22,11,16,129mbps
곳남모을카페,카페,제주특별자치도,제주시,33.48180444,126.559953,36,9,20,80mbps
만호다방,카페,제주특별자치도,서귀포시,33.24867498,126.5627131,14,4,5,122mbps
더리트리브,카페,제주특별자치도,서귀포시,33.24792832,126.3385684,50,10,42,124mbps
준스팜스토리,카페,제주특별자치도,서귀포시,33.27999973,126.3187151,48,12,42,95mbps
마타하리,카페,제주특별자치도,서귀포시,33.2571961,126.617649,42,8,33,144mbps
우미지베이커리,카페,제주특별자치도,제주시,33.52439257,126.5824829,23,11,9,139mbps
알앤에이치,카페,제주특별자치도,제주시,33.47964742,126.473806,33,8,23,123mbps
가비오타카페,카페,제주특별자치도,제주시,33.50941327,126.9001857,33,6,27,56mbps
그초록,카페,제주특별자치도,제주시,33.55637462,126.8064016,18,3,10,74mbps
뷰크레스트,카페,제주특별자치도,서귀포시,33.24129302,126.5360007,24,8,19,93mbps
더벤티제주대학교점,카페,제주특별자치도,제주시,33.45723319,126.5642936,19,9,11,70mbps
몬스터커피제주,카페,제주특별자치도,제주시,33.48453019,126.4792961,44,8,24,93mbps
흐림,카페,제주특별자치도,제주시,33.51091489,126.7014133,45,11,40,146mbps
